D,N,num_classes,x,y
181,-121,3,21388306089467057733284594427068307718698862290309586553165770594698024087849218903435128266144897016299506207601639809943083966465159313311771564133288359083998489115165832805930,1589780271444348509172876800269993849966700465910010846118431334428417558544896249189453326754968486765176634835187282457165075082905290277723473611939084231528702880925205226371
181,-121,3,390,29
181,-121,3,1926706466080924185450,143210963777451544829
181,-121,3,9516563614018446548490763051910761590510,707360602668868882368240109761153546029
181,-121,3,47005075559784823522075217452544937305048288249368112511570,3493859750749380369668668050430586459805916894792351923629
181,-121,3,232171739505465336254925156811185056781702213406566846453173698144722122844630,17257189489843435294582624974962556622118034244965527885770705288072962837629
181,-121,3,1146763748021946804522014333530600562449801210982924719251101667449754174070200184485855437685690,85238278103317351009116059095198038564234667276139785843540997869755522344563888394890628688029
181,-121,3,5664199685019745255116997588417219829987381081569689258578624898756060595992550661630212871948723418207389874930750,421016646905021991101182556637799669354900346918434841540727329195680991163582335281538960269030998419734558114829
181,-121,3,27977129663470816976695213735282353546129013219231265654651435957968326493677123968023744670374152016822974447453769390806824578875810,2079523670765581236802263903092646479320753305402739561860755177266162479697720496832530491472573006879156824154663330134946149998029
181,-121,3,138187180490253172923869175994817482220626251080905298768760455935176342219807969220938793208365608329293697994169777838931366996483179389242364413816870,10271372234480580979383562118390628951969706883832581867993205283853255084644729577204679021117707795691725844993330694106931192384372620778782801457629
181,-121,3,682546675857841113325903843930866191018127101553362541562224475973870823280048844408966565522801354388953727257876617572817442113965125517480613753006870315636300357649930,50733294870559537501120018001116413094125097917197762571895696219182680286427969474220260289547839066432405054171711560877121087784237721280912954785299740477947699853629
198,-130,0,0,0
166,92,0,0,0
24,47,0,0,0
8,108,0,0,0
65,83,0,0,0
173,-49,1,7826,595
173,-49,1,39127644374,2974819715
173,-49,1,195626405321391226,14873200179445475
173,-49,1,978072947432509942205374,74361509190770207646835
173,-49,1,4890069359132229466619002585826,371785088778060552431286210355
173,-49,1,24448869994713711326848661480406875174,1858813164793417426360406033131825955
173,-49,1,122236966414825263024063466876800673991111626,9293504462390947734650491262484692677351235
173,-49,1,611147916510244589020889353505679727490532407413774,46464715673605237793871798446635832603534483101075
173,-49,1,3055555015880314614272147633680615858708083095607839928626,232309546023883466683082852002313628504963663398801124115
173,-49,1,15276852301786166068430717735228686858197579957216835543064141174,1161477572636471655892802363752469572010563182135055648152416195
165,-40,0,0,0
108,-55,0,0,0
157,-9,3,17354,1385
157,-9,3,1620819488934285446,129355477620796745
157,-9,3,151380419274072656148361114721954,12081472718784702558685674061625
157,-9,3,14138546269986969774041285341777698356384340446,1128378834351522086237664226614710501031592505
157,-9,3,1320504273849634028331738574065428396936939628588990603407354,105387714184283415665064624717836633421549943975921492321865
157,-9,3,123331741747502609402377934861749130936500797701559967110822465161176894646,9842944552722972682214850965236041621073862923911738309639350142937564265
157,-9,3,11518871103786161803879853842342354767102917472458954179706980656942232908811728312153554,919305995180481777207873194479315940848195018203584315943982487764552450729015287230105
157,-9,3,1075833273945688077356346738418603583878202360602244548546676002791860668545967864369402466839979788046,85860842580991605379254955860727987955730708197494965979982117323261742328743527929919961358072664025
157,-9,3,100480092441373360002369738261006175032753781044921453690569822368578338410634540239544325127801890294848618467200554,8019184392755433463890578862269698771319241504343628328114547457605846499252142592272732530665727032236947300834345
157,-9,3,9384585159741611316646791812636588627562448129711982563991870939698576644901481630525349842922260357897354226371081871755160700646,748971433215926473011990378247215908092984867158484031219464117780530090161923363949898967233773208542980664805229829404876443785
157,-9,3,12109270354,966424985
157,-9,3,1130975062804134222626446,90261636428392477693145
157,-9,3,105630195320752300152133348099150486954,8430207348924560303041704452654525225
157,-9,3,9865591674352074470952167912169393525891024254969446,787359932281335904428865324133080190415958385088905
157,-9,3,921421178759511006475261079559568869766856463555948685980493684354,73537415783866207915441954872936205082862743217587812710885545465
157,-9,3,86058395349341900316727652912638432847849467882338425018866561989116223970611646,6868207662663918071682742493428243336359291016651122361764939552485129780940665
157,-9,3,8037635319034265919828997835763630809979513247220425588692308046747847593970836607728407342554,641473133025497950313445341601644052526976789945848055750835317783645349245487075340643933705
157,-9,3,750694702818219554939345311125635013837518938397352749238567998804482474278989679934562223796002289134993046,59911959655854033555645496371665631872529281875936717166403852725970895978395020355852478459344369175200425
157,-9,3,70112976574688072006409412482235024561884518762253261172052981716363693961146033404658686670360287027174913068673620101554,5595624703524417765790161005660529114715495302963316481976825503708356451775026310338835386434479175628485382780667737945
157,-9,3,6548373747287683505361236439182146016781750044420624453320265646696968880614355738789098686840389299521961468802573096791043352893393646,522617120230239540505288102650710142935810535671918568324640129166265312787951346302512330760119047163657015938110892051291105439420185
157,-9,3,14496354,1156935
157,-9,3,1353922606093722853446,108054787450762288695
157,-9,3,126452929011777622775087186504706954,10092042414681499306956420357137175
157,-9,3,11810382058537523293601686297032803635581860302446,942571102147051383819973936708667364477006484455
157,-9,3,1103059655942280354480394347124672308693439825014657551840898354,88033744419290174220499944059330713790298680886909563406677415
157,-9,3,103022967295790480230650904178659171504765049141822976750399448697024802650646,8222127899770715237017667248538557748285210004605801604353450748406152496215
157,-9,3,9622083205792541547475022005926743598165539126262447782497790607017363770395545194880350554,767925840779919949076483498972272783531026701684995521949502707621069170548209662038225655
157,-9,3,898678106925171788460601756750646567168119892178427795071568091157803590749790374184868228090745166538046,71722321049517096425280377845117509098783604477228549075861731095077676664170808977709986088554342275975
157,-9,3,83934250265100375155350456726225002675250859755827182075227460837413482688927905872943646705529227648521797187500503554,6698682429419964710163956380174850021246129236478237221394836733745986501542129564024055457901448333625918938221829895
157,-9,3,7839245568882094868682226359904978435798536640305771147609133645532212983867917765687225712917277200856727094361691302321925508444646,625639907264572334116234375069140131865584950506926249172391877849620622487679379360586130078714622031363398546020387806608751375735
56,-166,0,0,0
145,151,0,0,0
91,-153,0,0,0
53,96,0,0,0
116,115,0,0,0
89,149,0,0,0
12,114,0,0,0
200,-132,0,0,0
55,61,0,0,0
200,-127,0,0,0
88,160,0,0,0
188,-156,0,0,0
29,168,0,0,0
138,-177,0,0,0
106,-42,4,1072712,104191
106,-42,4,68825311337252,6684905187421
106,-42,4,4415838995579843646992,428904198685260372751
106,-42,4,283320680371980248709747375932,27518537135874564727356993181
106,-42,4,18177883751375646283363764454185818072,1765592149528499503208628187645891711
106,-42,4,1166294875632403822535859658504287704705587412,113280572404147752514277775924870824701721341
106,-42,4,74829598182652325581206902971673983207491914138017952,7268093080068503258794669031173353241058373168245071
106,-42,4,4801074652017986673532568545362883337479309870982769172563692,466321593362689222791025957948571009350559885557842214635901
106,-42,4,308037439383088455978892115540148640739869972537878102862227942198632,29919240994952656260479870078124767919505844841146242332572132776831
106,-42,4,19763713530637767609553575962065048352462867541884120463897165735945160816772,1919621553998743444521733670470010287415864846033107354414660403476805560861
106,-42,4,628,61
106,-42,4,40293616768,3913662031
106,-42,4,2585242561783789708,251100955102487101
106,-42,4,165869426458789209318213448,16110662891672988940182271
106,-42,4,10642199320277411881113363497661988,1033661774417353669946011303464541
106,-42,4,682804593893329248718818816783860593389328,66319844880118385923147528050448963760911
106,-42,4,43808812390264571075183464326959926512276312529468,4255088012132572379242735143410996714683049908381
106,-42,4,2810777871458238004365426846601861516121335680213951496408,273006880877403015054751689441848253988201329343851853951
106,-42,4,180339794932103395291549841486942713080755214658839997556277384148,17516149323796022685932391846688927801669760676240413339335354621
106,-42,4,11570619637502834105674286109648071773991142207681553323554827493277366688,1123837927261983569716855348584514915274078173454919908172587620837677391
106,-42,4,-8,1
106,-42,4,73643932,7152931
106,-42,4,4725002188801072,458932782558961
106,-42,4,303156622383699963585412,29445174140126751621091
106,-42,4,19450559814113668076034130830952,1889205376238294218005081352321
106,-42,4,1247949901630633680195871205895261491692,121211609638397303888042115956461675651
106,-42,4,80068592979511403795442662435434902589500041632,7776949237983752244776402501768190663777724081
106,-42,4,5137209092561934329728886726375391568631180904851874772,498969856357859697155973313309198405301310525903140611
106,-42,4,329603859374101067844114025199287417890654131800845990762705112,32013956878845618894267119707443882445966922307428479944378241
106,-42,4,21147417237035975533978183394482521330294267567672153822445312929966652,2054018738770336051539449257816112501035933914672281329625736365999971
106,-42,4,8,1
106,-42,4,586924748,57007171
106,-42,4,37657151698004288,3657585906091441
106,-42,4,2416086693973427727592628,234671084808589218879811
106,-42,4,155016368726177870634819528923768,15056520737769731101843093409281
106,-42,4,9945866029141179833986131753913177511708,966027906300420965335740452545777826851
106,-42,4,638127778908032915532524553738637733475762550448,61980449003081436722358833911132163197005089521
106,-42,4,40942343383772830534058130544195644334721985851346313988,3976671930043502328385182163918333190460040092408664291
106,-42,4,2626864927621889313766105221611992515946931015227202867031556328,255143676652127911845981779844144254811067688120866129589228161
106,-42,4,168539921696442994861599931388527510188261176328296554401451239876911468,16370044318655541364413269241439511106209929680405768742750004502368131
177,-90,0,0,0
136,164,0,0,0
115,-98,0,0,0
76,48,0,0,0
182,-87,0,0,0
99,-22,0,0,0
68,15,0,0,0
192,-30,0,0,0
173,165,0,0,0
28,-75,2,185,35
28,-75,2,47015,8885
28,-75,2,11941625,2256755
28,-75,2,3033125735,573206885
28,-75,2,770401995065,145592292035
28,-75,2,195679073620775,36979868970005
28,-75,2,49701714297681785,9392741126089235
28,-75,2,12624039752537552615,2385719266157695685
28,-75,2,3206456395430240682425,605963300862928614755
28,-75,2,814427300399528595783335,153912292699917710452085
28,-75,2,25,5
28,-75,2,6535,1235
28,-75,2,1659865,313685
28,-75,2,421599175,79674755
28,-75,2,107084530585,20237074085
28,-75,2,27199049169415,5140137142835
28,-75,2,6908451404500825,1305574597206005
28,-75,2,1754719457694040135,331610807553182435
28,-75,2,445691833802881693465,84227839543911132485
28,-75,2,113203971066474256099975,21393539633345874468755
178,-144,0,0,0
53,70,0,0,0
3,-116,0,0,0
103,-159,0,0,0
161,-191,0,0,0
24,-149,0,0,0
67,-40,0,0,0
127,-21,0,0,0
174,-37,0,0,0
150,-200,0,0,0
42,0,1,0,0
42,0,1,0,0
42,0,1,0,0
42,0,1,0,0
42,0,1,0,0
42,0,1,0,0
42,0,1,0,0
42,0,1,0,0
42,0,1,0,0
42,0,1,0,0
170,144,1,4068,312
170,144,1,2758092,211536
170,144,1,1869982308,143421096
170,144,1,1267845246732,97239291552
170,144,1,859597207301988,65928096251160
170,144,1,582805638705501132,44699152018994928
170,144,1,395141363445122465508,30305959140782310024
170,144,1,267905261610154326113292,20547395598298387201344
170,144,1,181639372230321187982346468,13931103909687165740201208
170,144,1,123151226466896155297704792012,9445267903372300073469217680
78,-159,2,123,14
78,-159,2,13071,1480
78,-159,2,1385403,156866
78,-159,2,146839647,16626316
78,-159,2,15563617179,1762232630
78,-159,2,1649596581327,186780032464
78,-159,2,174841674003483,19796921208554
78,-159,2,18531567847787871,2098286868074260
78,-159,2,1964171350191510843,222398611094663006
78,-159,2,208183631552452361487,23572154489166204376
78,-159,2,33,4
78,-159,2,3621,410
78,-159,2,383793,43456
78,-159,2,40678437,4605926
78,-159,2,4311530529,488184700
78,-159,2,456981557637,51742972274
78,-159,2,48435733578993,5484266876344
78,-159,2,5133730777815621,581280545920190
78,-159,2,544127026714876833,61610253600663796
78,-159,2,57672331100999128677,6530105601124442186
192,71,0,0,0
63,115,0,0,0
191,-4,0,0,0
54,70,0,0,0
106,180,0,0,0
163,154,0,0,0
189,95,0,0,0
2,-134,0,0,0
48,129,0,0,0
7,50,1,15,5
7,50,1,225,85
7,50,1,3585,1355
7,50,1,57135,21595
7,50,1,910575,344165
7,50,1,14512065,5485045
7,50,1,231282465,87416555
7,50,1,3686007375,1393179835
7,50,1,58744835535,22203460805
7,50,1,936231361185,353862193045
30,113,0,0,0
109,-167,0,0,0
188,18,0,0,0
134,154,0,0,0
138,-37,0,0,0
24,35,0,0,0
85,70,0,0,0
130,-27,0,0,0
174,22,2,14,1
174,22,2,39454,2991
174,22,2,114495494,8679881
174,22,2,332265884134,25189011671
174,22,2,964235481261374,73098503189361
174,22,2,2798211034354623214,212131831066513951
174,22,2,8120407457461635305654,615606500656520296441
174,22,2,23565419643342631302384694,1786489852773390833757831
174,22,2,68386839684572858577885076334,5184392937141879543044929121
174,22,2,198458585199210792250391189136574,15045106517095881660525550551311
174,22,2,1174,89
174,22,2,3406934,258279
174,22,2,9886921294,749525569
174,22,2,28691842188254,2175122942959
174,22,2,83263716143391814,6312206030941449
174,22,2,241631275556280855974,18318019726669142039
174,22,2,701213878400610900644734,53158886934587819255729
174,22,2,2034922433487297277390162094,154267071566154124810983519
174,22,2,5905344200766258298375349752054,447682988526092335613654916409
174,22,2,17137306835701248094587987590298614,1299175878435648391796701756435399
51,149,0,0,0
184,187,0,0,0
187,14,0,0,0
53,-195,0,0,0
12,106,0,0,0
136,36,0,0,0
126,-34,0,0,0
30,-76,0,0,0
193,88,0,0,0
101,-161,0,0,0
65,114,0,0,0
167,150,0,0,0
116,163,0,0,0
112,-89,0,0,0
184,140,0,0,0
197,132,0,0,0
12,-61,0,0,0
181,144,9,29635745085890229612,2202807584201543280
181,144,9,146379564465977815487082237133680278412,10880307339777102408444862667325934560
181,144,9,723011243049559019653268451334490434951275720147904226412,53741002462962443246357003888376448472010273982612821840
181,144,9,3571162815541559191079735922276452690945308092196934446878325354051638873612,265442441608758992291485020393675772892314041707372399153274431254815453120
181,144,9,17639011810266613216324374918375378668954999912439211717393141779432287527713543996425383740012,1311097422415580586758938042332026875310566691930616129020745802137256230336086884211157476400
181,144,9,87124209596011417634199700075510487483632974811802221647673431398270100550306101522147014096685382245088693065612,6475891498912648158518972762727671526239609983279368386426149845636766610266951485221036190832040758792929739680
181,144,9,430331811066177626176846668414891269188655658722613708401048118589043642901475075506657351433034037791815089010686690611975759810412,31986311610943137647432342187384387039430834774043787688970940225927395159563766082813596682340740991249344380887297266338607090960
181,144,9,2125533975851119385984025268124955654025141654627012093860170601021071759511823594832809644720096313520007534920276646351937209632918148427319351654412,157989696189960280920682083705291880658736858004634953061470553786225589717676591477704278350076155015949978531363963038658962126302167038341365178240
181,144,9,10498630513287088886923175684850033123279606105090697250872445422836470503275614943985359267181393191246991614092541782995652760303951787048535801192619636752760698997612,780357060413817621263251592699348709113827174253187001506275480430601330364468718756583858272599144233400266259940582111926982063067309822983121084199044666423877249520
181,144,9,51855789607120843907161091759883501441049910186682543354384942905243431217051636520730847345302439929821260364261928575392425367132325425412113719761663218587050817365354410361766134960012,3854410486399756766425408883312348800516730573623444461520311619618305135416615292959318746151417354461387236957849641053772817335088025804879958379070997244674774471742309008421270952800
181,144,9,595884230,44291726
181,144,9,2943245523496996924407245870,218769716858349441522188726
181,144,9,14537545676590757155860936964236550794543899510,1080567260221071063826642956213937744778667326
181,144,9,71805166307654880764223001467836081068121084011546589030218469150,5337235978678412627673777068173649220196770517621827350061487526
181,144,9,354666600757268969304373656121168571848532139424898890725710802545868694508229178790,26362160821225882890106066212970476969908641055512903829483160697289318242956969326
181,144,9,1751801495086937640911101651519979022829590673380560938685142605583849515015585028904176100934998252430,130210379668515483122434660998223489673778550544708663542489519692171549821435622615823567190901992726
181,144,9,8652657091579644900767490015550847742120389187066318500772892482002780113474190711569306484856491170695964328497010314070,643146936565518132327128114177970089071476332942998739436825742800321641567936628747117667538717510457222825527791997726
181,144,9,42737989980279117969895241783875938444895761251684179726024875217139823556936999589633134405417979521986433633011197128848831045899090787710,3176689777471151536398296073572606633309116780173318565805754132522016627833030077360639573178734832812397606628066651730474039819484984326
181,144,9,211095362756480456923710309417238340623345370306731740800454140645803689708240561499259958992832698926900419650504510512368554313171841843718987786243964297350,15690594743681401030358085173032539068484639723553123941338456848688270894487434793698849722203387723756521660858555919121554861458041730295298708696601512526
181,144,9,1042661393244096849342850478321421284916390581421366668195223238718232108587897997509393978461523714621443384824476974099594035793384310809281603977191121982832243003854533066990,77500411011625191243677548591263753768250951923128377435264284870208003043281058451321534207562994223763000736482022742792691231116748718433652484822391255921700464334620702326
181,144,9,350,26
181,144,9,1728243605942836919990,128459335558640509826
181,144,9,8536297825340273279551692225768662123630,634498020419784087134986674919980361226
181,144,9,42163257721503909566333334855480934895185570951161868235270,3133970265110449137267494257969042356161397051479999794226
181,144,9,208256592970863794550136339897449719088507309378651797235226945616936260678910,15479590647262182189174407593081190873073993749558386276873542512044001608826
181,144,9,1028639883623419738916757804053825084112148068464933633688269113971602371221780439653882616078550,76458200409365429082505171891164104312627361658261262484123559751106596361515212781747091165026
181,144,9,5080751562707243200496681737318757735146262147120290433600596846913429905043617435183470937324622299721714160658190,377649289509643642830902722409829809063193403271219724840721805193990910658449304950265419442086183662485952382826
181,144,9,25095309692855047910892744689920239135299249083297071900388673850781633053035279967754238249054786694329557984182996887465083408641830,1865319679295893038099944428697642371892153274808606842463923346865810251773805841013154164673178694127038570632367333260823519742226
181,144,9,123953033484820405592261560813403172440734602740772193496528344706279395086710358140463309130624341269755269682557969690258924928158279169333019800653470,9213356419884600196485282189008417102934298610160379000989927454310568512374518373570795682104096533925224032825381655723417016221802526877481746283226
181,144,9,612240083829825569673997790411720551519794401568103505574490692408264544736804585071946615045361599141569059829305833622267236974598157124495508186638131421971417582117110,45507447040858373208511718770906075782925772476747798254156666595371558226060836675701974278510493621175989596448774174755117957498025408442168600873148015735011267605826
181,144,9,298404390590,22180223674
181,144,9,1473906075339276862500076140950,109554575791781939034273997474
181,144,9,7280050788216621469810763252658124976981324911310,541121913526348385104449649259747885104981109674
181,144,9,35958288228653672071297363341347024324480716998668887673898496477670,2672758514942666153830023263221318010735967103710537955102795080274
181,144,9,177608443944891258538688521831198423577319155710502456900082779775242667656126930216030,13201531670830564383481845290136078404035361774696543664032984673086053887847990869274
181,144,9,877259761642070237039731156279323708459029309844699886919599430550068427088777261254532426863021080702390,65206204556673521785446226132121457811535155715971658946973502117955931254190629767356433952367760876674
181,144,9,4333041111688869528967471705737160395810308973005923669374186407282446261550000834506908005469907886272245403022982959312750,322072409376665070230859753656091399169748567235628445355594033570665609808919126341054277779106908989658406927792054942474
181,144,9,21402150305448958783323807618944658765657971773730542736823667468284536833320601993957717626939523349620699181215238160411054162684537455823110,1590809303914221360803445911177232081964681630419741499128048170723253879623186745621750143451754501741718404451747079861866938769034124346674
181,144,9,105711445123698842823940269945017844867054650756115756998372452383936140844571434410727466004805521594084271237276798168621141850776325083672050841912221100009470,7857469835177390417403713529424027649471165015933836820653586785187904054095303150969600108920534589526793539356029030506906303083553394227042899360406169809274
181,144,9,522139573391168776169367514701440191158670490018054929963506725000451909885277958553928882644537196475373049170028065070894730673308174853314261530133671143302068159627894823247830,38810328842564843414728312318805659371138771394094301719229773160035290338500753311430729858783158853593521013084681268062814520523718366393878282302974625260439188835966893490274
181,144,9,10218162,759510
181,144,9,50470474046370978259659162,3751440791698708181471790
181,144,9,249288350533714848595515461666812596829699362,18529457167932190578389467060657501199348070
181,144,9,1231307668216536803771302576452928633031445676082220932258658762,91522378201459984668661308086593274810124738952354811320036350
181,144,9,6081786696261197974302670347494627216348665955907194370918887467542618877059577362,452055645005484135284009615773672617182395365178765120885448154889610651748384630
181,144,9,30039713366192562059005281196076298796239734983113159070352690249001399648226673866327343905384215162,2232834310003369096957367488230566021094598562787319504802012256662920591438097002472491042145240910
181,144,9,148374881295615378096383343439122547647382720288283956734201923554949541438081180443460521880608794324741503347039052162,11028618071714907878341629830624156657216472193773148566150454003357633204071796724101252690196518494409699483744253190
181,144,9,732866693204346597746108510324303280067739216152144452235614862527332862142526026035600876430559123342386230186444337790002889515453288362,54473552303830876843944947469826840908423376406068762947265894755867271766544812146863005974143659390990655127683562966358895286948669470
181,144,9,3619841750290556202788289311857530156847089026259001018347608008690714035527365466183237900191833034746328473017876995246402632383355210997500171598398843762,269060718333206717405147142765984813553689605714009888054353354166573388028964901153205746461294267947639198948108197580149113987226472221738800122288137750
181,144,9,17879451227145606437593645167518707278976978936349138164534079348531307006969838030729373395154108373041935223545158939625632837424109524982733203559953635313555515863462358362,1328969143524904364419130882113367588473171344949894105557958158230520155251876893191127720619283179960187694358886115666416688572497534204722190072314001579737034741615506030
181,144,9,1014806932563860,75430005254576
181,144,9,5012426594142791937576555875328500,372570734591995815011649858963776
181,144,9,24757832800958791089049043622113328697753944888693140,1840235219471875492595076489705018769002259499834576
181,144,9,122286136961384405365530901611198144298343564406036967305414706992881780,9089456977057627051804279089943297816266076461957786369441684917146976
181,144,9,604006797087641244394548690668515213069592694089278775866556439130047898256649077406518420,44895471656874372070041401442287298075039522059973900076263660326545662236836234598740976
181,144,9,2983365244772393509904287292544198557508355490631164405657677422525958218894475122648370532207373386225027060,221751792255656459475141167986739049776774899494190933785117037990315714417998937480196646949638500875016576
181,144,9,14735708648696527164856648975513016895982741278346844935268636474514148011462697155046697697550512118019511420167556269979031700,1095296597937986999053162367261334964158719295053853120823607814559162642469324422134659110690509200261990730706456536558933776
181,144,9,72783950862119710129223928881557995077305573358036654297189668094519593618848965967081112707088011173140935324031830454767855192716925803512756340,5409988461655497467898485074250035612475827580416334043893667436204108488301735903305484124550848091955325880128849427125961645278397230882012576
181,144,9,359501102348956690079930776710318897955940592784921701737434241588104591928049519333313479825546429446251816634869989754664923976607843374655058333474366765622424980,26721506494538291996107754117777600629995182117380571707835647772650049989171942045896196427481297989343793717993038687240998829388581016803389871448569702326332976
181,144,9,1775680504551702284961976795974621128796894182154766018434938343059020182499713898459693894372321400525567501728332978710080026161477635447623824019339369388870208174703402467894661620,131985292463849507121105586171525625069912207825006625465969081471401568132194439572952697600227681389633921361627593755993559795080308101750409864861180344797692628658661079552534976
181,144,9,17401805776362,1293466036770
181,144,9,85952580003739392247526673453762,6388804957162073090583156565050
181,144,9,424544791744234417894608932320559774103958735090362,31556165852321174416803101817501917432354819673330
181,144,9,2096950204279081012073180553849248422674309344966325191881518951246162,155865081181244052307853299083540328016173927355339946983944932209610
181,144,9,10357446951970048039767212214691652768454343084199816199830683232739825272988089217201162,769862968946489188018712284929898871201889555801404513484474742478035684983841415821890
181,144,9,51158442934869181373851320406293906535145391770417298952193091804968713496941095427022143965158338410955362,3802577116460796565661599100792077221164338879712689807612525911298862920272910767599382915147272033758170
181,144,9,252686428968140846303753424809464355252203741496911729010365897044367379275272808386534936095245406158384862838352787193228762,18782034348811948527829598177399846666706669319218664273182229861589713852785142993045717113742085265788235241943731347666450
181,144,9,1248091765927288441508695760385890395475506822796749454398739858776935054097410626898429778709399154796980960397937926164484564232221891559461362,92769930359304200387302088917049363049562153063658636321019351160711401294537584400876100709045140224978301689142305843528403066579993114394730
181,144,9,6164688236469949524390080862518809985156702527468762585618844812122660481181041556018129267855164028020215444104695998048575059173576337709806806588279068343813162,458217667960688046626145562822406136988194056269654380765536594733175506741017783126522846187260888981714065911983909421797241183285678346244861388821659002791010
181,144,9,30449188185001602064082505659816958325509477473910584114826888853440353732735985881455676970085130360949306424757194401859730072436873319242465227672048623885945889877651949075164162,2263270333589006947963205391151618812502000227366869481731799621335341772957707548450242199944339392259785969416697344638770673307442831202002349882459714047250624020242806510503290
181,144,9,175220,13024
181,144,9,865462541310140739538580,64329324075202396999024
181,144,9,4274771209275678877464966327517353855229940,317741241640053246075955657749825183303424
181,144,9,21114338309766122436315491918089192046580426582965351536625300,1569416406753144664799236877625143727172587932203310273966224
181,144,9,104289857967579196615447482684682438473374669687447577890966394117406653579500660,7751804094025001461161373827092365731088579915061555501315004604636442365467424
181,144,9,515117940961812530873084917805073617727200634373340418764325607898797797637613298252293545747632020,38288415014380866745109148559528223406365617884974237627861946498818012453369195071743600903727024
181,144,9,2544317331252154854871685064634203976936163083578975388886392035943137080544814299223958179021831580623366746934395380,189117617851493909466959275105715932817878360434926921950740728873628669584846825455406056079401716676311023956105024
181,144,9,12567123307766898627754651708419559055693023857579987719325096954593401377018595776916719697969339652763127864722575568004175835684366740,934106918982946165159195500625753015580176847359272784756394903574225215417297873035775312978631662057275820141187973794851919187401424
181,144,9,62072677135321572273233774450918526068156225043318603156326527821295697522424028095585185024228099968741275538314210338265909190545464468522223662634922100,4613825755657484942164821649908388813920609764119528498822144361843407202184440238152154705444573189098277781088939720476787796835815972797965103539856224
181,144,9,306595006063526183445489783836639690599856532333058069264723279427466818675887616486136255799273806002836548990630711901213056355411481377832897139506743791828754847437837460,22789027327563347438419532016022226017376532282112055616607693239006013078426984827582828561857940581281434453000671081615602278940776841808602729258836229626562259617149424
181,144,9,508190734093140710,37773519782848174
181,144,9,2510101841765957194771607029354117070,186574400546886690963647340699154774
181,144,9,12398123053699913440658139031007143638846057465878305430,921545229026718769997635519583804705868930839081479774
181,144,9,61237935727158262848255568676687883302329332836045499342033369409340281790,4551779915425694495551929883229212310992016705003673734132644486899823174
181,144,9,302471975466032035497399518072004910226926427353716492997489828614401228176293470931435422150,22482564876771811766213911537463413822362037691345042086612040233350408089855463903761624974
181,144,9,1493997060089494831634100419354034732328050234839162513686651318992627057571820275104884982024997908459601502510,111047926927499749370688749284363300783845753410097700803602468153808273789531687628358356449527267101615765174
181,144,9,7379286005313616089977634281751567372331008855394423005799733579246116217432770134107251205532176859655541440393398233502580298870,548498009123324666942198899780205407978753677280772726048166313287799200747180484305641796697863695839851586058340608928560563774
181,144,9,36448439828225256806579827219240710731993779136845311981607019949790884812684891450586811381277018911836521124834680270745633761946155593942379187230,2709191196416190554506027133609268825351440109993260929188183219257554489949462628620554983679175338524714837516188198355774479157217025764555780774
181,144,9,180029445254615396520791204531380671515954562187167393068623923862901287606286660532675540219670347838784326092437052479174043132363786669080216264680721939623192743590,13381483280988031844624136555932248714146021354776833709403096413519378533171918432084120724456459105692602047759781773955996180900997898513462371796256473048238616174
181,144,9,889217791253335392367325924276004094644540488913378176678627909288079891456767799103545955606992111846065864002882549024500009782470788039559815389501122669024784487894786082303844343950,66095037897743888558726950195920226129836326204952859841712610839798812706066916396627514594386323844396955369769284051452210153362330916085726572633779364404151134216123628460443709974
38,59,0,0,0
96,-26,0,0,0
6,-160,0,0,0
117,12,0,0,0
135,-8,0,0,0
140,-30,0,0,0
95,-122,0,0,0
2,-53,0,0,0
43,9,3,46,7
43,9,3,320003,48800
43,9,3,2228500846,339843193
43,9,3,15519279571541,2366667947252
43,9,3,108076260707710678,16481475244819735
43,9,3,752643064049217590051,114776991238256687288
43,9,3,5241406189962490589404486,799306950501744325453897
43,9,3,36501151954255720415395250453,5566373488517156244204251420
43,9,3,254194016968030647010321934750206,38764224174726525582894081434983
43,9,3,1770207097664213471524161538205184131,269954051586422035642118138908970192
43,9,3,10446,1593
43,9,3,72745941,11093652
43,9,3,506602722678,77256190935
43,9,3,3527981287983651,538012102577688
43,9,3,24568861182915422886,3746716205094828297
43,9,3,171097545749841716994453,26092131114268281682620
43,9,3,1191523284033036534233947806,181705597333048108542937383
43,9,3,8297767978908520674563495526531,1265397753735215913624734252592
43,9,3,57785655013595653944623648612814078,8812229775306446289434540792113305
43,9,3,402419293216912155161838414376141712661,61368366889836338224406228451542803428
43,9,3,341,52
43,9,3,2374678,362135
43,9,3,16537257251,2521908088
43,9,3,115165457121286,17562567562697
43,9,3,802012226855378453,122305717984713820
43,9,3,5585213032655398425406,851737002482979479783
43,9,3,38895422757399967779148931,5931496362985751112494992
43,9,3,270867718497320342958594730078,41306939820095768264435644505
43,9,3,1886322752719916110963685921114261,287661522975650567207778715837828
43,9,3,13136351379073777299430765796044983526,2003274804695490729939202712658989687
41,180,0,0,0
104,-57,0,0,0
177,187,0,0,0
119,131,0,0,0
165,144,3,12948,1008
165,144,3,27941772,2175264
165,144,3,60298331028,4694218704
165,144,3,130123770416652,10130121787968
165,144,3,280807036260803988,21860798124216240
165,144,3,605981454127044589452,47175592221936857952
165,144,3,1307707697199125963233428,101804906154141615244176
165,144,3,2822032604574259701613148172,219694940305045383760073856
165,144,3,6089945052963555236955210521748,474101579373381784012624137072
